Date,Open,High,Low,Close,Volume,Change %
08/19/2019,"1,119.25","1,121.00","1,100.85","1,103.42",4.25M,-0.94%
08/16/2019,"1,107.00","1,116.50","1,102.05","1,113.85",7.62M,-0.08%
08/14/2019,"1,117.70","1,117.70","1,101.53","1,114.72",7.13M,0.41%
08/13/2019,"1,136.65","1,136.65","1,101.30","1,110.17",7.72M,-2.70%
08-09-2019,"1,123.50","1,144.50","1,119.90","1,141.00",15.22M,2.19%
08-08-2019,"1,099.00","1,121.50","1,091.50","1,116.58",9.86M,2.25%
08-07-2019,"1,095.00","1,101.00","1,082.50","1,092.00",9.38M,-0.23%
08-06-2019,"1,083.50","1,105.12","1,083.50","1,094.55",12.45M,0.45%
08-05-2019,"1,098.53","1,100.00","1,081.25","1,089.62",9.91M,-1.59%
08-02-2019,"1,105.50","1,112.00","1,091.00","1,107.17",13.91M,-0.34%
08-01-2019,"1,114.55","1,120.00","1,098.50","1,110.90",9.12M,-1.11%
07/31/2019,"1,117.51","1,130.98","1,114.64","1,123.32",6.95M,-0.03%
07/30/2019,"1,125.00","1,133.08","1,117.46","1,123.62",5.20M,0.35%
07/29/2019,"1,134.25","1,134.25","1,109.06","1,119.66",4.99M,-1.45%
07/26/2019,"1,136.57","1,144.28","1,133.90","1,136.12",6.41M,-0.38%
07/25/2019,"1,139.96","1,155.15","1,137.59","1,140.49",9.73M,0.23%
07/24/2019,"1,125.87","1,143.95","1,123.00","1,137.92",8.68M,0.77%
07/23/2019,"1,144.70","1,144.70","1,118.54","1,129.24",13.90M,-1.47%
07/22/2019,"1,169.90","1,172.32","1,138.09","1,146.07",11.09M,-3.30%
07/19/2019,"1,204.82","1,207.66","1,180.87","1,185.19",4.47M,-1.50%
07/18/2019,"1,198.83","1,211.80","1,198.28","1,203.27",5.40M,0.60%
07/17/2019,"1,193.82","1,203.12","1,192.99","1,196.06",3.88M,0.26%
07/16/2019,"1,206.31","1,206.31","1,188.35","1,192.94",6.39M,-0.15%
07/15/2019,"1,195.34","1,198.83","1,186.03","1,194.72",4.12M,0.04%
07-12-2019,"1,206.31","1,206.31","1,189.88","1,194.29",4.49M,-0.55%
07-11-2019,"1,198.83","1,204.32","1,195.16","1,200.90",4.55M,0.77%
07-10-2019,"1,186.73","1,196.34","1,180.50","1,191.72",5.78M,0.40%
07-09-2019,"1,199.26","1,202.72","1,183.86","1,186.93",8.24M,-1.26%
07-08-2019,"1,234.53","1,234.55","1,195.86","1,202.12",7.30M,-2.54%
07-05-2019,"1,239.79","1,244.70","1,227.27","1,233.45",3.79M,-0.46%
07-04-2019,"1,244.63","1,246.18","1,233.25","1,239.14",4.00M,-0.24%
07-03-2019,"1,246.72","1,248.87","1,238.74","1,242.06",3.73M,-0.21%
07-02-2019,"1,241.24","1,245.98","1,230.86","1,244.73",3.62M,0.38%
07-01-2019,"1,225.27","1,241.74","1,222.30","1,240.01",4.26M,1.71%
06/28/2019,"1,229.26","1,234.75","1,215.82","1,219.16",6.38M,-0.75%
06/27/2019,"1,231.63","1,244.48","1,225.35","1,228.42",9.94M,-0.23%
06/26/2019,"1,209.66","1,232.26","1,208.31","1,231.21",5.27M,1.61%
06/25/2019,"1,207.24","1,218.04","1,198.83","1,211.65",4.45M,0.44%
06/24/2019,"1,203.30","1,212.60","1,202.32","1,206.29",3.46M,0.16%
06/21/2019,"1,210.31","1,212.15","1,200.15","1,204.42",6.63M,-0.50%
06/20/2019,"1,211.48","1,215.79","1,204.62","1,210.48",5.59M,-0.08%
06/19/2019,"1,210.80","1,219.73","1,205.67","1,211.48",5.37M,0.46%
06/18/2019,"1,206.31","1,213.30","1,199.33","1,205.94",6.21M,-0.20%
06/17/2019,"1,214.80","1,217.24","1,205.97","1,208.31",6.41M,-0.54%
06/14/2019,"1,218.76","1,226.74","1,209.81","1,214.85",5.98M,-0.39%
06/13/2019,"1,215.27","1,223.28","1,205.29","1,219.64",5.55M,0.73%
06-12-2019,"1,219.78","1,221.48","1,209.13","1,210.83",3.65M,-0.87%
06-11-2019,"1,223.03","1,227.22","1,217.46","1,221.48",3.55M,0.34%
06-10-2019,"1,232.23","1,232.23","1,213.35","1,217.39",3.54M,-0.30%
06-07-2019,"1,210.13","1,224.40","1,201.82","1,221.11",3.99M,1.00%
06-06-2019,"1,223.88","1,232.26","1,203.99","1,208.98",7.82M,-1.18%
06-04-2019,"1,224.77","1,230.14","1,217.81","1,223.43",3.22M,-0.19%
06-03-2019,"1,210.80","1,227.17","1,209.78","1,225.82",4.24M,1.31%
05/31/2019,"1,225.67","1,229.76","1,175.78","1,209.98",9.89M,-0.58%
05/30/2019,"1,205.32","1,221.23","1,203.85","1,217.07",4.68M,0.94%
05/29/2019,"1,202.42","1,212.70","1,202.42","1,205.77",3.74M,0.03%
05/28/2019,"1,205.57","1,207.31","1,190.87","1,205.42",3.68M,0.33%
05/27/2019,"1,186.81","1,208.26","1,183.49","1,201.50",6.02M,1.47%
05/24/2019,"1,177.23","1,190.43","1,167.48","1,184.04",6.85M,1.77%
05/23/2019,"1,201.82","1,217.24","1,156.97","1,163.46",16.54M,-3.06%
05/22/2019,"1,203.25","1,210.31","1,194.47","1,200.20",5.69M,0.09%
05/21/2019,"1,216.29","1,221.98","1,197.06","1,199.18",5.16M,-1.18%
05/20/2019,"1,201.33","1,216.64","1,187.36","1,213.47",8.85M,2.97%
05/17/2019,"1,153.93","1,182.02","1,153.23","1,178.43",7.38M,2.23%
05/16/2019,"1,137.74","1,156.92","1,137.47","1,152.76",4.03M,1.05%
05/15/2019,"1,145.45","1,151.04","1,138.57","1,140.81",4.48M,-0.05%
05/14/2019,"1,145.80","1,152.93","1,135.25","1,141.41",5.25M,0.03%
05/13/2019,"1,145.48","1,154.11","1,137.47","1,141.06",5.54M,-0.40%
05-10-2019,"1,143.13","1,159.87","1,143.13","1,145.70",5.30M,0.24%
05-09-2019,"1,147.45","1,147.45","1,133.28","1,142.91",4.51M,-0.71%
05-08-2019,"1,158.70","1,159.32","1,141.46","1,151.06",6.03M,-0.65%
05-07-2019,"1,173.34","1,176.38","1,156.43","1,158.60",4.96M,-0.26%
05-06-2019,"1,171.39","1,173.34","1,155.95","1,161.64",6.87M,-1.67%
05-03-2019,"1,179.47","1,186.36","1,175.63","1,181.35",6.18M,0.52%
05-02-2019,"1,159.17","1,177.20","1,156.18","1,175.28",8.58M,1.65%
04/30/2019,"1,139.96","1,157.42","1,136.67","1,156.15",6.27M,1.60%
04/26/2019,"1,130.43","1,139.96","1,125.94","1,137.94",5.85M,0.77%
04/25/2019,"1,140.91","1,146.85","1,126.47","1,129.21",9.04M,-0.71%
04/24/2019,"1,122.50","1,139.41","1,121.03","1,137.34",6.18M,1.53%
04/23/2019,"1,136.25","1,142.46","1,118.31","1,120.16",7.64M,-1.03%
04/22/2019,"1,159.92","1,159.92","1,127.99","1,131.83",10.49M,-1.09%
04/18/2019,"1,153.93","1,154.95","1,141.46","1,144.28",5.31M,-0.49%
04/16/2019,"1,142.93","1,152.38","1,137.62","1,149.97",4.14M,0.71%
04/15/2019,"1,132.48","1,143.90","1,129.66","1,141.86",5.11M,1.04%
04-12-2019,"1,123.55","1,133.58","1,123.55","1,130.11",4.59M,0.34%
04-11-2019,"1,119.96","1,128.99","1,115.99","1,126.24",4.40M,0.90%
04-10-2019,"1,122.50","1,139.46","1,113.02","1,116.19",54.06M,-2.18%
04-09-2019,"1,145.75","1,148.94","1,130.98","1,141.09",5.39M,-0.09%
04-08-2019,"1,156.92","1,158.90","1,137.52","1,142.16",3.20M,-0.70%
04-05-2019,"1,141.36","1,154.31","1,138.47","1,150.24",4.18M,0.95%
04-04-2019,"1,143.83","1,153.93","1,137.47","1,139.44",4.61M,-0.38%
04-03-2019,"1,143.50","1,155.43","1,141.58","1,143.83",3.83M,-0.09%
04-02-2019,"1,157.42","1,157.42","1,140.19","1,144.88",5.46M,-0.73%
04-01-2019,"1,160.04","1,163.41","1,149.74","1,153.33",4.82M,-0.31%
03/29/2019,"1,149.74","1,159.92","1,144.45","1,156.87",5.97M,0.70%
03/28/2019,"1,146.85","1,159.92","1,141.38","1,148.84",9.78M,0.15%
03/27/2019,"1,156.70","1,161.44","1,136.99","1,147.17",6.94M,-0.52%
03/26/2019,"1,135.42","1,154.93","1,133.78","1,153.11",5.89M,1.32%
03/25/2019,"1,127.49","1,141.38","1,124.00","1,138.12",4.60M,0.23%
03/22/2019,"1,147.45","1,150.94","1,132.88","1,135.55",15.20M,-0.99%
03/20/2019,"1,131.98","1,147.45","1,128.01","1,146.95",5.86M,1.38%
03/19/2019,"1,132.23","1,135.42","1,123.00","1,131.36",5.98M,0.28%
03/18/2019,"1,128.44","1,143.28","1,121.00","1,128.21",7.18M,0.37%
03/15/2019,"1,113.02","1,127.44","1,111.55","1,124.00",6.38M,1.27%
03/14/2019,"1,119.93","1,121.25","1,102.85","1,109.90",7.69M,-0.08%
03/13/2019,"1,085.08","1,114.52","1,083.64","1,110.80",28.58M,2.56%
03-12-2019,"1,071.12","1,085.08","1,066.13","1,083.09",7.55M,2.00%
03-11-2019,"1,063.63","1,069.47","1,058.74","1,061.86",4.61M,0.01%
03-08-2019,"1,055.18","1,062.63","1,052.38","1,061.74",3.53M,0.08%
03-07-2019,"1,052.46","1,062.63","1,045.17","1,060.89",5.10M,1.06%
03-06-2019,"1,052.66","1,052.81","1,042.95","1,049.79",4.23M,-0.14%
03-05-2019,"1,042.13","1,053.21","1,032.70","1,051.21",5.92M,1.14%
03-01-2019,"1,040.81","1,048.12","1,036.19","1,039.36",4.68M,0.28%
02/28/2019,"1,044.23","1,050.59","1,034.30","1,036.47",5.82M,-0.70%
02/27/2019,"1,055.70","1,059.87","1,041.76","1,043.80",3.52M,-0.87%
02/26/2019,"1,053.28","1,060.14","1,048.22","1,052.98",4.80M,-0.69%
02/25/2019,"1,045.25","1,062.61","1,045.25","1,060.34",4.07M,1.62%
02/22/2019,"1,057.35","1,061.69","1,042.23","1,043.40",4.45M,-1.16%
02/21/2019,"1,048.52","1,057.62","1,044.48","1,055.60",2.63M,0.36%
02/20/2019,"1,041.93","1,053.16","1,038.64","1,051.83",2.45M,1.17%
02/19/2019,"1,042.53","1,051.73","1,036.79","1,039.71",2.63M,-0.28%
02/18/2019,"1,051.06","1,056.65","1,040.68","1,042.63",3.57M,-0.51%
02/15/2019,"1,051.33","1,051.71","1,036.79","1,047.99",4.21M,-0.45%
02/14/2019,"1,067.62","1,067.62","1,050.46","1,052.76",3.72M,-1.55%
02/13/2019,"1,065.40","1,075.11","1,063.78","1,069.34",4.72M,0.65%
02-12-2019,"1,066.63","1,071.61","1,060.04","1,062.48",4.89M,-0.47%
02-11-2019,"1,054.30","1,069.07","1,054.30","1,067.45",3.52M,0.80%
02-08-2019,"1,053.65","1,070.09","1,050.99","1,058.97",6.12M,0.26%
02-07-2019,"1,060.17","1,062.63","1,050.59","1,056.27",3.61M,-0.25%
02-06-2019,"1,055.77","1,061.14","1,054.45","1,058.97",5.44M,0.41%
02-05-2019,"1,051.66","1,057.15","1,046.17","1,054.68",4.35M,0.44%
02-04-2019,"1,045.17","1,054.15","1,039.01","1,050.11",3.97M,0.69%
02-01-2019,"1,037.67","1,056.15","1,035.99","1,042.90",7.83M,0.50%
01/31/2019,"1,013.24","1,042.55","1,008.75","1,037.67",8.29M,2.22%
01/30/2019,"1,026.34","1,026.34","1,011.75","1,015.09",9.26M,-1.11%
01/29/2019,"1,036.82","1,039.19","1,024.22","1,026.52",7.38M,-1.27%
01/28/2019,"1,042.68","1,048.69","1,036.07","1,039.76",7.68M,-0.57%
01/25/2019,"1,044.18","1,052.66","1,042.68","1,045.67",5.63M,-0.30%
01/24/2019,"1,052.66","1,058.47","1,046.62","1,048.79",5.06M,-0.15%
01/23/2019,"1,064.63","1,065.55","1,048.39","1,050.36",3.81M,-1.43%
01/22/2019,"1,070.62","1,071.02","1,062.16","1,065.55",4.40M,-0.57%
01/21/2019,"1,067.60","1,080.84","1,060.89","1,071.69",8.78M,0.84%
01/18/2019,"1,065.13","1,067.12","1,054.93","1,062.76",2.60M,-0.10%
01/17/2019,"1,060.26","1,065.58","1,054.33","1,063.78",4.12M,0.57%
01/16/2019,"1,057.67","1,060.14","1,051.78","1,057.75",2.63M,-0.08%
01/15/2019,"1,050.19","1,060.89","1,048.67","1,058.59",2.54M,0.96%
01/14/2019,"1,052.61","1,052.61","1,046.89","1,048.49",2.43M,-0.49%
01-11-2019,"1,054.55","1,059.64","1,051.66","1,053.60",3.20M,0.16%
01-10-2019,"1,056.15","1,059.54","1,044.00","1,051.91",3.85M,-0.39%
01-09-2019,"1,056.65","1,058.32","1,048.97","1,056.05",4.28M,0.66%
01-08-2019,"1,058.64","1,059.39","1,046.00","1,049.16",4.17M,-0.83%
01-07-2019,"1,061.49","1,065.30","1,056.65","1,057.97",2.69M,0.15%
01-04-2019,"1,055.28","1,061.89","1,052.83","1,056.37",3.64M,0.27%
01-03-2019,"1,059.74","1,061.76","1,049.16","1,053.55",6.39M,-0.79%
01-02-2019,"1,069.02","1,071.37","1,057.50","1,061.89",4.07M,-0.91%
01-01-2019,"1,061.46","1,073.11","1,050.46","1,071.66",3.19M,1.24%
12/31/2018,"1,066.13","1,066.13","1,056.00","1,058.49",2.93M,-0.06%
12/28/2018,"1,056.32","1,066.50","1,055.40","1,059.09",4.71M,0.85%
12/27/2018,"1,064.13","1,066.73","1,046.89","1,050.19",5.82M,-0.82%
12/26/2018,"1,036.19","1,061.14","1,032.20","1,058.82",3.80M,2.00%
12/24/2018,"1,049.66","1,049.66","1,036.37","1,038.01",2.80M,-1.45%
12/21/2018,"1,064.63","1,072.16","1,052.18","1,053.23",5.11M,-1.23%
12/20/2018,"1,053.93","1,067.85","1,048.99","1,066.35",3.99M,0.66%
12/19/2018,"1,064.18","1,077.30","1,054.43","1,059.37",4.50M,-0.56%
12/18/2018,"1,059.64","1,067.12","1,048.97","1,065.35",3.71M,0.25%
12/17/2018,"1,049.66","1,063.93","1,047.17","1,062.73",4.22M,1.65%
12/14/2018,"1,050.11","1,056.65","1,041.71","1,045.52",3.08M,-0.27%
12/13/2018,"1,045.17","1,060.14","1,043.33","1,048.32",3.53M,0.77%
12-12-2018,"1,031.18","1,042.58","1,027.76","1,040.33",5.69M,1.25%
12-11-2018,"1,025.72","1,033.35","1,013.74","1,027.49",9.45M,-1.40%
12-10-2018,"1,030.66","1,050.06","1,030.66","1,042.06",5.46M,-0.89%
12-07-2018,"1,051.01","1,056.65","1,037.84","1,051.46",4.95M,0.50%
12-06-2018,"1,042.53","1,048.49","1,040.18","1,046.20",5.87M,-0.10%
12-05-2018,"1,036.69","1,050.31","1,035.67","1,047.27",5.90M,0.65%
12-04-2018,"1,050.36","1,053.16","1,036.99","1,040.46",4.08M,-1.31%
12-03-2018,"1,063.13","1,068.62","1,051.11","1,054.30",5.40M,-0.71%
11/30/2018,"1,062.63","1,066.40","1,052.66","1,061.86",6.52M,-0.12%
11/29/2018,"1,048.17","1,066.33","1,044.67","1,063.16",15.95M,2.00%
11/28/2018,"1,030.21","1,046.97","1,027.76","1,042.30",6.51M,1.22%
11/27/2018,"1,018.26","1,031.65","1,018.11","1,029.71",6.45M,0.69%
11/26/2018,"1,004.71","1,023.72","1,003.79","1,022.62",9.09M,2.21%
11/22/2018,"1,004.39","1,015.24",997.85,"1,000.52",6.49M,-0.66%
11/21/2018,"1,004.14","1,009.73",999.77,"1,007.13",3.27M,0.31%
11/20/2018,"1,004.26","1,007.56",997.31,"1,003.99",2.85M,-0.07%
11/19/2018,"1,003.27","1,008.26",998.73,"1,004.71",6.14M,0.48%
11/16/2018,988.3,"1,004.26",987.8,999.92,7.91M,1.48%
11/15/2018,978.77,986.45,963.46,985.38,5.20M,0.89%
11/14/2018,967.12,977.82,966.15,976.7,13.06M,1.56%
11/13/2018,957.37,966.7,951.98,961.73,6.68M,0.35%
11-12-2018,973.58,978.82,956.45,958.39,3.95M,-1.25%
11-09-2018,976.93,977.77,966,970.54,5.05M,-0.64%
11-07-2018,978.32,980.29,972.83,976.8,479.38K,0.59%
11-06-2018,975.33,985.81,969.32,971.11,4.24M,-0.48%
11-05-2018,972.78,977.65,966.85,975.83,2.85M,0.34%
11-02-2018,960.86,977.82,953.88,972.56,15.05M,1.95%
11-01-2018,962.86,962.86,945.89,953.98,9.81M,0.02%
10/31/2018,948.91,956.82,940.41,953.75,11.72M,-0.05%
10/30/2018,960.36,963.85,947.54,954.25,6.91M,-0.70%
10/29/2018,979.87,980.29,945.5,961.01,8.52M,-1.78%
10/26/2018,982.21,986.4,972.34,978.42,7.58M,-0.39%
10/25/2018,984.61,999.58,979.05,982.21,14.92M,-1.18%
10/24/2018,999.77,"1,002.17",984.11,993.91,9.04M,0.37%
10/23/2018,984.31,997.23,984.31,990.22,9.71M,-0.70%
10/22/2018,"1,004.76","1,007.76",992.09,997.23,10.17M,1.58%
10/19/2018,977.27,988.23,976.83,981.69,4.93M,-0.35%
10/17/2018,"1,000.82","1,004.26",979.57,985.11,3.97M,-0.91%
10/16/2018,999.28,"1,006.86",991.54,994.16,4.70M,-0.76%
10/15/2018,992.79,"1,003.17",982.96,"1,001.80",6.29M,1.32%
10-12-2018,970.34,996.33,968.84,988.72,4.80M,2.29%
10-11-2018,960.36,971.99,956.67,966.62,7.18M,-1.51%
10-10-2018,970.34,988.92,965.6,981.39,7.97M,1.37%
10-09-2018,970.04,980.32,962.86,968.14,6.23M,-0.23%
10-08-2018,980.32,982.31,962.86,970.34,10.06M,-1.03%
10-05-2018,974.81,992.79,967.92,980.47,7.86M,0.39%
10-04-2018,"1,001.77","1,006.66",969.34,976.7,8.99M,-3.61%
10-03-2018,"1,012.97","1,023.82","1,001.27","1,013.32",7.67M,-0.21%
10-01-2018,"1,002.67","1,018.73",996.68,"1,015.46",6.22M,1.46%
09/28/2018,988.13,"1,005.49",986.38,"1,000.80",7.23M,1.51%
09/27/2018,982.51,990.79,975.4,985.88,9.18M,0.40%
09/26/2018,979.3,986.8,975.48,981.91,7.36M,0.81%
09/25/2018,960.71,978.82,955.37,974.03,8.34M,1.39%
09/24/2018,981.44,983.91,955.37,960.71,6.70M,-2.26%
09/21/2018,984.76,997.7,952.98,982.94,11.31M,0.45%
09/19/2018,995.21,996.78,976.08,978.5,8.36M,-1.40%
09/18/2018,995.23,"1,002.69",988.28,992.39,4.66M,-0.15%
09/17/2018,"1,008.41","1,009.23",991.79,993.89,4.67M,-1.84%
09/14/2018,"1,007.68","1,016.44","1,007.23","1,012.55",5.17M,0.88%
09-12-2018,998.73,"1,008.43",992.57,"1,003.69",6.12M,0.57%
09-11-2018,"1,020.88","1,021.73",994.86,997.98,9.09M,-2.00%
09-10-2018,"1,025.22","1,025.22","1,010.30","1,018.31",4.30M,-0.77%
09-07-2018,"1,023.22","1,027.71","1,018.11","1,026.19",2.96M,0.23%
09-06-2018,"1,022.22","1,027.21","1,014.04","1,023.82",5.20M,0.31%
09-05-2018,"1,024.62","1,027.81","1,015.51","1,020.65",2.82M,-0.29%
09-04-2018,"1,036.14","1,036.67","1,022.22","1,023.62",3.57M,-1.12%
09-03-2018,"1,032.40","1,037.17","1,029.46","1,035.22",3.83M,0.67%
08/31/2018,"1,032.30","1,037.07","1,026.84","1,028.31",7.89M,-0.24%
08/30/2018,"1,039.49","1,041.63","1,028.64","1,030.76",10.91M,-0.60%
08/29/2018,"1,043.75","1,044.70","1,034.07","1,036.94",4.94M,-0.78%
08/28/2018,"1,041.68","1,046.79","1,037.09","1,045.10",4.99M,0.69%
08/27/2018,"1,036.19","1,041.93","1,032.83","1,037.91",6.29M,0.51%
08/24/2018,"1,033.20","1,044.48","1,030.73","1,032.63",4.86M,-0.48%
08/23/2018,"1,050.16","1,051.16","1,036.12","1,037.64",6.29M,-0.77%
08/21/2018,"1,046.67","1,053.65","1,044.00","1,045.70",3.89M,-0.01%
08/20/2018,"1,035.20","1,051.46","1,035.20","1,045.77",3.91M,0.91%
08/17/2018,"1,039.14","1,044.20","1,033.52","1,036.37",3.03M,0.08%
08/16/2018,"1,039.19","1,041.03","1,030.91","1,035.54",5.31M,-0.64%
08/14/2018,"1,046.67","1,050.16","1,041.28","1,042.23",2.47M,-0.12%
08/13/2018,"1,039.69","1,049.64","1,037.69","1,043.50",5.03M,-1.08%
08-10-2018,"1,059.39","1,059.54","1,046.67","1,054.88",2.72M,-0.19%
08-09-2018,"1,068.62","1,068.62","1,045.00","1,056.90",4.47M,-0.84%
08-08-2018,"1,065.55","1,073.51","1,064.16","1,065.80",4.97M,0.26%
08-07-2018,"1,060.14","1,064.88","1,051.66","1,063.08",3.71M,0.78%
08-06-2018,"1,058.14","1,066.33","1,050.71","1,054.80",2.87M,-0.35%
08-03-2018,"1,064.41","1,071.14","1,054.65","1,058.47",6.80M,-0.40%
08-02-2018,"1,074.36","1,074.46","1,058.32","1,062.73",4.45M,-1.32%
08-01-2018,"1,079.00","1,085.08","1,073.46","1,076.95",3.04M,-0.95%
07/31/2018,"1,077.60","1,090.52","1,072.64","1,087.33",4.43M,0.44%
07/30/2018,"1,097.06","1,097.06","1,077.30","1,082.54",3.58M,-1.46%
07/27/2018,"1,098.53","1,103.52","1,089.92","1,098.63",5.28M,0.44%
07/26/2018,"1,080.10","1,099.28","1,080.10","1,093.87",10.64M,1.03%
07/25/2018,"1,079.92","1,085.98","1,077.60","1,082.76",3.52M,0.49%
07/24/2018,"1,071.12","1,082.09","1,071.12","1,077.48",2.60M,0.15%
07/23/2018,"1,072.61","1,086.58","1,066.65","1,075.83",8.44M,-1.49%
07/20/2018,"1,090.62","1,098.98","1,083.14","1,092.09",5.00M,0.13%
07/19/2018,"1,089.08","1,094.31","1,083.09","1,090.62",2.65M,0.46%
07/18/2018,"1,091.07","1,107.53","1,084.41","1,085.68",8.73M,-0.03%
07/17/2018,"1,079.22","1,088.08","1,079.22","1,085.96",3.18M,0.36%
07/16/2018,"1,087.28","1,092.59","1,079.47","1,082.02",4.51M,-0.55%
07/13/2018,"1,081.79","1,092.97","1,079.15","1,088.03",3.58M,0.69%
07-12-2018,"1,074.06","1,087.50","1,073.61","1,080.57",4.01M,0.82%
07-11-2018,"1,070.14","1,075.46","1,065.03","1,071.74",2.93M,0.09%
07-10-2018,"1,062.58","1,072.41","1,060.14","1,070.82",5.48M,0.98%
07-09-2018,"1,058.57","1,062.63","1,051.53","1,060.46",3.09M,0.50%
07-06-2018,"1,054.30","1,065.40","1,053.33","1,055.23",4.06M,-0.40%
07-05-2018,"1,050.16","1,062.14","1,043.95","1,059.52",4.87M,0.96%
07-04-2018,"1,035.82","1,051.68","1,032.20","1,049.44",3.05M,1.61%
07-03-2018,"1,034.32","1,040.18","1,030.51","1,032.80",3.43M,-0.15%
07-02-2018,"1,051.83","1,051.86","1,029.33","1,034.32",4.93M,-1.67%
06/29/2018,"1,058.49","1,067.62","1,050.21","1,051.88",9.73M,-1.05%
06/28/2018,"1,055.15","1,067.62","1,053.26","1,063.06",18.77M,0.86%
06/27/2018,"1,044.18","1,057.40","1,042.68","1,053.95",9.56M,0.90%
06/26/2018,"1,040.71","1,049.16","1,037.62","1,044.52",4.58M,-0.06%
06/25/2018,"1,039.21","1,046.57","1,034.22","1,045.15",3.50M,0.56%
06/22/2018,"1,026.19","1,042.08","1,022.65","1,039.36",3.92M,1.25%
06/21/2018,"1,027.71","1,033.10","1,021.25","1,026.52",6.76M,0.07%
06/20/2018,"1,010.75","1,026.71","1,010.25","1,025.79",4.53M,1.61%
06/19/2018,"1,010.23","1,018.08","1,007.41","1,009.50",5.49M,0.22%
06/18/2018,"1,012.80","1,017.14","1,002.32","1,007.33",3.74M,-0.52%
06/15/2018,"1,010.75","1,017.19","1,008.90","1,012.55",5.44M,-0.38%
06/14/2018,"1,012.75","1,020.23","1,010.25","1,016.44",8.46M,0.29%
06/13/2018,"1,023.72","1,025.12","1,009.80","1,013.47",3.95M,-0.61%
06-12-2018,"1,023.67","1,024.07","1,016.94","1,019.66",2.62M,0.08%
06-11-2018,"1,023.67","1,029.18","1,017.14","1,018.88",3.55M,-0.34%
06-08-2018,"1,027.21","1,028.34","1,015.24","1,022.40",3.09M,-0.62%
06-07-2018,"1,034.30","1,037.59","1,024.32","1,028.81",5.28M,0.24%
06-06-2018,"1,027.81","1,030.11","1,020.23","1,026.39",4.89M,-0.30%
06-05-2018,"1,022.72","1,031.18","1,009.25","1,029.51",8.55M,0.85%
06-04-2018,"1,072.61","1,076.10","1,016.71","1,020.83",44.40M,-3.05%
06-01-2018,"1,055.65","1,066.63","1,048.17","1,052.96",10.58M,-1.35%
05/31/2018,"1,047.67","1,077.60","1,037.69","1,067.35",19.82M,4.45%
05/30/2018,"1,007.61","1,024.22","1,005.91","1,021.90",2.43M,0.78%
05/29/2018,"1,016.74","1,024.07","1,012.15","1,014.04",1.68M,-0.47%
05/28/2018,"1,001.67","1,023.72","1,000.77","1,018.83",2.55M,1.67%
05/25/2018,992.79,"1,005.76",992.74,"1,002.12",2.38M,1.14%
05/24/2018,981.37,992.91,976,990.79,2.26M,0.94%
05/23/2018,991.69,994.79,979.52,981.57,2.86M,-1.13%
05/22/2018,997.13,"1,004.74",990.55,992.74,1.98M,-0.16%
05/21/2018,"1,005.81","1,008.26",990.82,994.31,2.42M,-0.95%
05/18/2018,"1,010.10","1,010.10",999.53,"1,003.84",2.61M,-0.77%
05/17/2018,"1,009.68","1,019.95","1,004.02","1,011.62",3.31M,0.22%
05/16/2018,"1,013.02","1,022.22","1,006.33","1,009.43",3.42M,-0.71%
05/15/2018,"1,011.27","1,030.21","1,011.10","1,016.64",4.91M,0.79%
05/14/2018,"1,006.36","1,011.45","1,003.97","1,008.63",2.37M,0.50%
05-11-2018,994.14,"1,006.26",990.79,"1,003.64",3.03M,0.96%
05-10-2018,992.09,997.28,988.8,994.14,3.59M,0.72%
05-09-2018,975.9,988.05,975.9,987,2.16M,0.58%
05-08-2018,987.43,987.75,975.13,981.34,3.55M,-0.52%
05-07-2018,988.62,991.44,985.31,986.5,2.63M,-0.56%
05-04-2018,982.81,992.79,980.97,992.04,3.44M,1.05%
05-03-2018,981.84,985.26,970.84,981.76,2.08M,-0.08%
05-02-2018,972.83,986.8,970.84,982.56,3.55M,1.30%
04/30/2018,962.86,975.23,962.26,969.99,2.30M,1.09%
04/27/2018,964.35,965.6,954.13,959.56,2.89M,-0.36%
04/26/2018,956.27,967.45,953.5,962.98,3.92M,0.49%
04/25/2018,961.81,966.85,953.88,958.24,2.01M,-0.74%
04/24/2018,965.35,971.86,960.86,965.35,2.52M,-0.04%
04/23/2018,987.3,987.3,928.08,965.73,7.65M,-1.03%
04/20/2018,968.34,978.32,963.93,975.78,4.68M,0.87%
04/19/2018,967.85,970.24,964.35,967.35,1.58M,0.33%
04/18/2018,973.33,974.58,962.88,964.15,1.36M,-0.82%
04/17/2018,969.59,973.33,964.9,972.09,1.33M,0.33%
04/16/2018,957.87,972.83,957.79,968.89,1.42M,0.89%
04/13/2018,961.86,967.85,957.42,960.36,1.65M,-0.20%
04-12-2018,955.87,964.3,950.83,962.26,2.36M,0.52%
04-11-2018,955.82,957.87,950.58,957.29,1.44M,-0.10%
04-10-2018,969.34,969.34,954.63,958.29,3.03M,-0.94%
04-09-2018,957.27,968.84,956.07,967.37,2.00M,0.81%
04-06-2018,953.98,961.09,950.78,959.56,1.86M,0.76%
04-05-2018,948.54,954.87,943,952.33,2.43M,1.36%
04-04-2018,954.35,960.34,937.14,939.53,1.86M,-1.70%
04-03-2018,959.84,960.71,953.38,955.82,2.04M,-0.79%
04-02-2018,943.15,965.73,943.15,963.46,2.30M,2.39%
03/28/2018,939.38,947.74,935.94,940.96,4.42M,-0.34%
