Date,Open,High,Low,Close,Volume,Change %
12/30/2014,473.95,478.73,470.33,477.16,2.84M,0.50%
12/29/2014,473.99,476.94,473.1,474.79,1.81M,0.32%
12/26/2014,474.14,475.42,470.23,473.27,1.68M,0.36%
12/24/2014,477.89,481.33,469.5,471.58,8.33M,-1.51%
12/23/2014,478.78,485.89,476.61,478.81,3.77M,-0.41%
12/22/2014,475.94,481.98,470.2,480.78,4.15M,2.36%
12/19/2014,471.48,473.45,465.21,469.68,3.06M,0.79%
12/18/2014,465.26,467.21,460,465.99,3.25M,1.32%
12/17/2014,461.97,465.21,456.98,459.9,3.53M,-0.42%
12/16/2014,467.73,469.95,457.48,461.85,2.49M,-1.67%
12/15/2014,463.97,471.1,462.97,469.7,3.32M,1.07%
12-12-2014,465.46,467.06,463.47,464.72,2.31M,-0.22%
12-11-2014,463.92,466.84,461.47,465.76,2.41M,0.23%
12-10-2014,462.02,466.46,461.62,464.67,2.78M,0.50%
12-09-2014,461.5,466.46,461.5,462.35,2.44M,-0.04%
12-08-2014,471.45,471.45,461.47,462.55,2.03M,-1.65%
12-05-2014,469.46,471.15,466.81,470.33,2.04M,0.14%
12-04-2014,468.96,471.08,464.97,469.65,3.42M,0.89%
12-03-2014,469.95,470.98,464.97,465.51,3.33M,-1.08%
12-02-2014,469.83,473.75,468.56,470.6,2.26M,-0.71%
12-01-2014,478.09,480.16,473.05,473.95,3.69M,-0.75%
11/28/2014,472.95,481.88,472.45,477.51,4.63M,0.95%
11/27/2014,474.24,475.84,470.45,473.02,6.61M,-0.33%
11/26/2014,468.86,478.88,465.61,474.59,4.49M,-0.24%
11/25/2014,470.45,478.34,468.46,475.72,6.08M,0.88%
11/24/2014,465.14,473.95,463.02,471.55,3.66M,1.32%
11/21/2014,459.58,466.46,456.01,465.39,4.41M,1.60%
11/20/2014,462.94,462.94,455.04,458.08,2.39M,-0.90%
11/19/2014,466.49,467.81,460.05,462.25,1.73M,-0.60%
11/18/2014,459.48,466.46,454.99,465.06,4.59M,1.44%
11/17/2014,463.97,465.96,452.99,458.45,6.73M,-1.20%
11/14/2014,458.08,465.46,454.86,464.02,4.22M,1.54%
11/13/2014,456.73,458.98,450.95,456.96,3.69M,0.46%
11-12-2014,454.49,458.93,451.07,454.86,4.53M,0.42%
11-11-2014,451.94,457.63,450.2,452.94,2.96M,0.36%
11-10-2014,448.75,453.17,445.51,451.32,3.19M,0.58%
11-07-2014,451.49,452.29,445.83,448.73,4.51M,-1.46%
11-05-2014,456.51,459.13,454.11,455.39,3.76M,0.23%
11-03-2014,456.58,458.63,451.69,454.34,3.62M,-0.13%
10/31/2014,449.05,456.28,447.68,454.91,5.05M,1.69%
10/30/2014,443.96,448.98,442.56,447.33,5.37M,0.57%
10/29/2014,449.1,450.25,444.01,444.78,3.95M,-0.42%
10/28/2014,448.5,449.1,446.01,446.66,2.90M,-0.22%
10/27/2014,448.53,452.64,446.08,447.63,3.36M,0.09%
10/23/2014,445.51,447.93,445.01,447.23,449.45K,0.31%
10/22/2014,451.52,452.17,444.64,445.83,2.29M,-0.21%
10/21/2014,449,451.87,442.84,446.78,8.02M,0.20%
10/20/2014,446.01,453.79,444.09,445.91,4.77M,0.97%
10/17/2014,429.17,443.06,427.6,441.64,4.99M,3.07%
10/16/2014,433.24,436.03,426.58,428.47,2.77M,-1.09%
10/14/2014,441.52,441.99,431.61,433.21,3.63M,-0.96%
10/13/2014,431.04,438.02,426.87,437.43,2.69M,1.10%
10-10-2014,440.54,441.59,431.49,432.69,2.13M,-2.29%
10-09-2014,436.03,445.48,433.16,442.81,3.83M,2.30%
10-08-2014,429.32,434.03,428.2,432.84,1.57M,0.60%
10-07-2014,431.54,432.54,426.1,430.27,2.51M,-0.64%
10-01-2014,432.04,434.61,429.29,433.04,2.94M,-0.53%
09/30/2014,431.14,438.92,429.62,435.36,6.02M,0.87%
09/29/2014,435.53,437.7,429.64,431.59,4.34M,-0.75%
09/26/2014,424.03,438.52,421.56,434.86,4.94M,2.55%
09/25/2014,425.55,431.84,420.11,424.03,8.30M,-0.64%
09/24/2014,422.61,427.7,421.59,426.78,3.33M,0.78%
09/23/2014,427.07,427.97,421.86,423.48,2.36M,-0.93%
09/22/2014,427.52,428.3,424.55,427.47,3.27M,-0.40%
09/19/2014,429.04,431.54,424.75,429.17,3.27M,0.25%
09/18/2014,421.44,429.54,420.19,428.12,3.33M,1.39%
09/17/2014,426.55,427,420.11,422.26,3.95M,-0.54%
09/16/2014,429.54,430.07,423.06,424.55,2.54M,-1.09%
09/15/2014,424.06,431.54,424.06,429.22,2.90M,0.54%
09-12-2014,424.11,428.05,423.53,426.9,3.04M,0.16%
09-11-2014,427.75,430.59,425.55,426.23,3.27M,-0.34%
09-10-2014,431.54,431.54,426.1,427.7,2.16M,-0.96%
09-09-2014,429.09,433.98,427.95,431.84,3.83M,0.10%
09-08-2014,424.55,432.94,423.78,431.41,4.89M,1.92%
09-05-2014,425.05,426.82,421.11,423.28,1.92M,-0.40%
09-04-2014,428.07,428.55,423.31,424.98,3.20M,-0.56%
09-03-2014,431.54,431.54,424.85,427.37,4.62M,-0.30%
09-02-2014,420.61,429.59,418.39,428.65,5.72M,2.14%
09-01-2014,422.01,423.56,418.37,419.67,2.08M,-0.28%
08/28/2014,417.82,421.81,416.07,420.84,4.00M,0.83%
08/27/2014,422.06,422.06,416.07,417.37,2.43M,-0.70%
08/26/2014,421.31,423.31,418.12,420.31,2.08M,-0.11%
08/25/2014,420.56,425.45,417.67,420.79,3.33M,-0.39%
08/22/2014,416.25,423.43,413.11,422.43,5.01M,1.71%
08/21/2014,410.09,416.67,409.59,415.33,3.20M,1.46%
08/20/2014,413.58,416.37,408.59,409.36,4.72M,-0.40%
08/19/2014,415.57,417.82,410.21,411.01,3.95M,-1.02%
08/18/2014,414.08,416.32,410.89,415.25,3.35M,0.68%
08/14/2014,406.15,414.9,405.75,412.43,5.94M,1.76%
08/13/2014,404.1,406.97,400.43,405.3,3.92M,0.65%
08-12-2014,399.61,403.35,395.12,402.7,3.30M,1.80%
08-11-2014,399.61,400.53,394.82,395.59,2.81M,-0.40%
08-08-2014,401.61,403,396.62,397.19,3.73M,-1.89%
08-07-2014,405.55,408.34,404.1,404.85,1.97M,0.19%
08-06-2014,406.62,408.86,402.78,404.1,1.69M,-1.24%
08-05-2014,407.59,410.59,404.05,409.19,3.04M,0.89%
08-04-2014,408.59,410.44,402.65,405.6,3.68M,-0.30%
08-01-2014,412.11,412.98,405.1,406.82,3.41M,-2.22%
07/31/2014,418.02,419.02,413.35,416.07,5.95M,-0.57%
07/30/2014,414.58,420.02,412.51,418.47,2.34M,1.12%
07/28/2014,418.32,418.97,413.08,413.85,1.94M,-0.71%
07/25/2014,419.57,423.96,416.15,416.82,5.33M,-0.80%
07/24/2014,417.07,421.06,415.57,420.19,2.14M,0.71%
07/23/2014,420.61,421.56,416.57,417.22,3.92M,-0.42%
07/22/2014,414.03,420.39,412.58,418.99,3.49M,1.50%
07/21/2014,419.92,422.53,411.71,412.81,4.91M,-0.60%
07/18/2014,413.53,417.47,410.09,415.3,3.64M,0.08%
07/17/2014,418.42,418.57,413.83,414.98,2.52M,-0.47%
07/16/2014,413.83,418.32,408.04,416.95,4.79M,1.08%
07/15/2014,409.46,413.48,407.34,412.48,3.05M,1.14%
07/14/2014,406.59,409.09,402.68,407.82,2.46M,0.70%
07-11-2014,409.64,414.8,403.5,405,4.60M,-1.40%
07-10-2014,414.23,423.06,405.22,410.76,4.93M,-0.84%
07-09-2014,413.08,416.5,408.09,414.23,2.90M,0.13%
07-08-2014,421.06,423.23,409.09,413.7,3.37M,-1.33%
07-07-2014,429,429.39,417,419.29,4.07M,-1.89%
07-04-2014,417.47,428.52,416.62,427.37,2.82M,2.37%
07-03-2014,419.57,421.71,414.75,417.47,3.03M,-0.37%
07-02-2014,414.48,420.06,411.83,419.02,3.81M,2.02%
07-01-2014,410.59,413.06,406.59,410.74,3.82M,0.21%
06/30/2014,409.04,415.43,409.04,409.86,3.09M,0.66%
06/27/2014,408.02,410.09,406.1,407.19,2.57M,0.47%
06/26/2014,409.09,412.38,403.43,405.3,10.90M,-1.42%
06/25/2014,413.58,415.67,410.59,411.13,3.17M,-0.59%
06/24/2014,411.76,415.45,411.58,413.58,2.53M,0.92%
06/23/2014,411.08,412.36,406.74,409.81,2.92M,-0.06%
06/20/2014,412.08,414.95,408.77,410.06,1.48M,-0.46%
06/19/2014,417.62,419.04,410.19,411.96,2.36M,-1.09%
06/18/2014,422.61,424.75,413.45,416.5,2.69M,-1.38%
06/17/2014,417.07,423.46,412.76,422.33,3.49M,0.90%
06/16/2014,414.58,420.46,414.23,418.57,2.65M,0.43%
06/13/2014,421.06,427.05,414.9,416.77,6.11M,-0.53%
06-12-2014,411.33,421.54,405.52,418.99,6.37M,2.36%
06-11-2014,407.59,414,404.1,409.34,3.87M,0.47%
06-10-2014,409.66,410.89,404.1,407.42,2.50M,-0.34%
06-09-2014,410.04,414.08,406.59,408.82,4.67M,0.52%
06-06-2014,405.6,409.59,399.61,406.72,5.28M,1.22%
06-05-2014,405,406.79,399.61,401.83,3.84M,-1.38%
06-04-2014,410.29,413.93,406.64,407.44,1.43M,-0.93%
06-03-2014,410.59,413.01,406.1,411.26,1.81M,0.60%
06-02-2014,395.87,410.26,395.87,408.79,4.04M,3.36%
05/30/2014,406.59,410.49,364.19,395.49,16.40M,-2.16%
05/29/2014,410.39,414.45,402.8,404.23,6.84M,-1.60%
05/28/2014,399.06,412.46,398.86,410.81,7.18M,2.30%
05/27/2014,399.11,404.42,393.3,401.56,3.81M,0.97%
05/26/2014,398.61,401.13,394.12,397.69,8.70M,0.95%
05/23/2014,398.61,400.61,390.48,393.95,4.91M,-1.61%
05/22/2014,405.1,406.59,398.11,400.41,3.90M,-0.85%
05/21/2014,405.27,406.35,401.61,403.85,1.82M,-0.80%
05/20/2014,407.09,409.89,401.28,407.12,3.18M,0.51%
05/19/2014,407.04,416.57,403.1,405.05,5.26M,0.89%
05/16/2014,399.11,426.05,392.95,401.46,16.43M,2.07%
05/15/2014,383.65,394.7,382.17,393.3,4.73M,1.66%
05/14/2014,391.63,396.52,386.27,386.86,4.25M,-1.61%
05/13/2014,399.11,399.11,390.38,393.2,6.33M,-0.51%
05-12-2014,376.71,396.54,376.41,395.2,8.78M,4.67%
05-09-2014,359.2,379.16,359.2,377.56,8.19M,5.36%
05-08-2014,357.78,360.7,356.96,358.35,3.76M,0.38%
05-07-2014,358.45,362.69,354.93,357.01,3.30M,-0.64%
05-06-2014,359.3,361.5,356.26,359.3,3.09M,0.49%
05-05-2014,359.13,360.75,356.21,357.55,2.60M,-0.06%
05-02-2014,360.95,362.97,356.98,357.75,2.96M,-0.58%
04/30/2014,357.2,364.14,355.03,359.85,4.39M,0.77%
04/29/2014,362.39,362.94,355.46,357.11,3.32M,-1.29%
04/28/2014,360.32,363.82,359.47,361.79,2.44M,-0.17%
04/25/2014,365.76,368.18,361.69,362.39,3.11M,-0.90%
04/23/2014,361.64,368.9,360.5,365.69,10.51M,0.75%
04/22/2014,360.15,363.99,357.9,362.97,5.70M,1.55%
04/21/2014,360.55,362.44,355.71,357.43,3.49M,-0.31%
04/17/2014,357.33,359.85,352.86,358.55,6.15M,-1.00%
04/16/2014,360.8,365.09,359.75,362.17,1.79M,0.28%
04/15/2014,366.33,368.58,358.25,361.17,4.19M,-1.93%
04-11-2014,366.21,371.57,366.14,368.26,2.60M,-0.17%
04-10-2014,371.5,373.49,367.18,368.88,3.75M,-0.33%
04-09-2014,363.22,371.62,360.07,370.1,5.26M,2.27%
04-07-2014,361.69,365.19,360.75,361.87,5.87M,-0.01%
04-04-2014,361.97,365.69,359.23,361.92,3.71M,-0.46%
04-03-2014,367.18,368.18,362.32,363.59,2.78M,-0.42%
04-02-2014,371.65,372.17,360.15,365.14,5.20M,-0.84%
04-01-2014,374.92,375.94,365.46,368.23,4.03M,-1.43%
03/31/2014,373.14,375.66,370.72,373.57,4.13M,0.52%
03/28/2014,374.14,376.21,366.71,371.65,6.08M,-0.24%
03/27/2014,374.17,379.53,370.18,372.55,12.28M,0.09%
03/26/2014,375.56,377.31,371.22,372.2,4.70M,-0.55%
03/25/2014,374.17,379.43,373.04,374.24,4.02M,-0.07%
03/24/2014,366.43,375.61,366.18,374.49,5.86M,2.49%
03/22/2014,367.18,367.18,363.91,365.39,211.76K,-0.20%
03/21/2014,366.76,367.93,364.79,366.11,3.76M,0.50%
03/20/2014,368.4,368.4,363.19,364.29,2.60M,-1.12%
03/19/2014,369.18,370.82,367.06,368.4,3.03M,0.61%
03/18/2014,366.88,371.57,363.34,366.18,4.05M,0.25%
03/14/2014,366.68,369.13,361.2,365.26,6.10M,-1.37%
03/13/2014,362.94,373.92,362.94,370.35,5.72M,2.32%
03-12-2014,359.82,365.69,357.45,361.97,3.56M,0.06%
03-11-2014,366.43,369.18,358.98,361.77,6.50M,-1.27%
03-10-2014,352.47,367.63,349.22,366.41,13.06M,3.23%
03-07-2014,339.05,356.66,337.35,354.93,11.38M,5.30%
03-06-2014,335.75,338.1,333.31,337.05,2.47M,0.87%
03-05-2014,336,336.75,330.51,334.13,2.00M,-0.29%
03-04-2014,332.26,336.18,331.39,335.1,3.22M,0.82%
03-03-2014,331.86,335.25,330.86,332.36,1.84M,-0.51%
02/28/2014,340.24,340.69,331.84,334.06,2.45M,-1.15%
02/26/2014,334.26,338.85,333.53,337.95,2.28M,0.94%
02/25/2014,336.25,337.25,332.26,334.8,2.01M,0.01%
02/24/2014,330.31,335.75,327.15,334.75,2.51M,0.99%
02/21/2014,329.19,334.06,329.12,331.46,1.52M,0.25%
02/20/2014,332.16,332.98,329.69,330.64,1.72M,-1.09%
02/19/2014,327.37,335.38,326.77,334.28,2.03M,1.46%
02/18/2014,323.53,331.46,322.98,329.47,2.51M,1.54%
02/17/2014,320.29,325.28,319.84,324.48,1.83M,1.34%
02/14/2014,316.3,321.21,313.98,320.19,2.12M,1.47%
02/13/2014,322.28,323.28,314.92,315.55,1.58M,-2.01%
02-12-2014,322.58,325.68,321.11,322.01,3.22M,0.10%
02-11-2014,322.28,322.86,318.94,321.68,2.23M,0.14%
02-10-2014,323.11,324.35,317.29,321.23,3.14M,-0.60%
02-07-2014,325.48,326.52,320.34,323.16,2.01M,0.12%
02-06-2014,318.67,324.08,314.05,322.78,6.73M,1.50%
02-05-2014,314.8,319.19,311.86,318.02,3.45M,1.09%
02-04-2014,310.13,317.04,307.72,314.6,3.70M,0.66%
02-03-2014,314.28,316.3,311.86,312.55,2.39M,-0.32%
01/31/2014,314.3,317.44,311.86,313.55,4.81M,-0.52%
01/30/2014,318.04,319.24,313.13,315.2,5.71M,-2.11%
01/29/2014,323.03,324.73,319.56,322.01,5.49M,0.16%
01/28/2014,323.28,327.27,318.59,321.51,9.20M,-0.73%
01/27/2014,331.71,331.71,322.08,323.88,8.53M,-3.59%
01/24/2014,334.26,336.73,331.11,335.95,4.42M,-0.90%
01/23/2014,336.75,339.79,335.63,339,2.74M,0.36%
01/22/2014,337,341.59,336.58,337.8,3.52M,0.15%
01/21/2014,335.73,338.65,334.26,337.3,3.13M,0.90%
01/20/2014,333.31,337.6,332.46,334.28,2.80M,0.76%
01/17/2014,336.75,336.75,328.79,331.76,21.69M,-1.20%
01/16/2014,341.44,341.74,334.43,335.78,2.25M,-1.10%
01/15/2014,335.75,340.59,334.06,339.52,2.31M,1.23%
01/14/2014,333.78,337.25,333.41,335.4,1.79M,-0.08%
01/13/2014,329.32,337.72,327.72,335.68,2.38M,1.63%
01-10-2014,330.74,336.6,327.42,330.29,3.08M,-0.14%
01-09-2014,330.86,332.29,327.82,330.74,1.89M,-0.26%
01-08-2014,331.86,332.73,329.27,331.61,2.32M,0.05%
01-07-2014,332.81,334.73,325.92,331.46,3.95M,0.41%
01-06-2014,330.76,330.76,327.77,330.12,2.98M,-0.21%
01-03-2014,325.28,332.26,324.28,330.81,3.26M,0.93%
01-02-2014,331.76,336.63,326.05,327.77,3.61M,-1.23%
01-01-2014,333.26,334.16,330.76,331.84,2.25M,-0.11%
12/31/2013,335.3,335.4,329.32,332.19,2.63M,-0.54%
12/30/2013,337.65,337.75,331.84,334.01,2.11M,-0.02%
12/27/2013,331.31,336.97,331.31,334.08,2.73M,0.09%
12/26/2013,329.19,335.35,327.72,333.78,4.02M,1.79%
12/24/2013,332.04,332.51,326.8,327.92,1.78M,-1.08%
12/23/2013,328.27,335,327.77,331.49,2.77M,-0.02%
12/20/2013,328.17,333.56,324.33,331.56,2.86M,1.85%
12/19/2013,338.75,341.22,324.48,325.55,5.01M,-2.06%
12/18/2013,324.53,339.57,324.05,332.39,7.04M,1.32%
12/17/2013,337.07,337.07,326.3,328.07,8.97M,-3.91%
12/16/2013,343.24,344.68,339.84,341.42,10.72M,-0.81%
12/13/2013,343.14,350.22,341.74,344.21,12.66M,-0.76%
12-12-2013,345.83,349.5,344.48,346.83,6.43M,-0.05%
12-11-2013,344.28,350.12,342.69,347,6.14M,-0.17%
12-10-2013,345.41,350.15,344.23,347.58,12.53M,0.01%
12-09-2013,354.21,357.9,345.51,347.55,12.63M,2.04%
12-06-2013,341.69,344.03,338.37,340.59,8.03M,-0.79%
12-05-2013,335.03,344.18,335.03,343.29,16.01M,4.64%
12-04-2013,326.72,329.04,326,328.07,5.24M,0.28%
12-03-2013,329.27,330.36,325.6,327.15,5.14M,-0.84%
12-02-2013,330.26,331.76,328.29,329.92,3.43M,0.00%
11/29/2013,326.77,333.71,326.77,329.92,4.79M,1.21%
11/28/2013,327.07,330.76,323.31,325.97,7.39M,-0.02%
11/27/2013,324.83,328.64,321.33,326.05,4.30M,0.09%
11/26/2013,328.12,329.22,323.48,325.75,7.24M,-1.03%
11/25/2013,323.31,330.14,323.31,329.14,8.08M,2.74%
11/22/2013,320.54,322.73,316.84,320.36,3.75M,0.70%
11/21/2013,321.56,322.08,316.87,318.12,6.39M,-1.83%
11/20/2013,327.62,328.77,322.48,324.05,4.19M,-1.59%
11/19/2013,333.46,333.46,327.99,329.29,3.39M,-1.31%
11/18/2013,324.98,334.26,323.8,333.66,7.44M,4.14%
11/14/2013,318.29,324.23,318.29,320.39,6.31M,1.34%
11/13/2013,318.79,323.01,313.48,316.15,5.28M,-1.90%
11-12-2013,325.55,330.79,320.96,322.26,4.49M,-1.27%
11-11-2013,321.28,329.62,307.67,326.4,5.61M,0.27%
11-08-2013,330.96,333.08,321.61,325.53,6.74M,-1.94%
11-07-2013,334.26,338,327.72,331.96,3.89M,-0.52%
11-06-2013,338.7,338.85,331.89,333.71,2.31M,-1.08%
11-05-2013,339.47,341.74,335.75,337.37,7.13M,-0.62%
11-03-2013,341.74,342.51,338.3,339.47,404.70K,-0.49%
11-01-2013,340.04,343.24,338.35,341.14,7.82M,0.44%
10/31/2013,337.35,341.76,335.95,339.64,9.10M,0.21%
10/30/2013,342.24,342.99,337.12,338.92,5.09M,-1.04%
10/29/2013,333.26,343.73,327.05,342.49,7.61M,2.79%
10/28/2013,335.75,336.75,331.96,333.21,4.19M,-0.69%
10/25/2013,331.89,336.73,330.84,335.53,4.47M,0.49%
10/24/2013,327.37,337.12,327.37,333.91,6.16M,1.38%
10/23/2013,333.76,333.76,326.17,329.37,6.77M,-1.32%
10/22/2013,334.75,336.23,331.86,333.76,4.38M,-0.33%
10/21/2013,336.25,338.65,330.54,334.88,5.61M,-0.79%
10/18/2013,326.9,339.02,326.9,337.55,10.64M,3.43%
10/17/2013,325.77,329.24,320.56,326.37,7.28M,0.27%
10/15/2013,335.75,336.75,322.58,325.5,8.07M,-2.26%
10/14/2013,328.04,333.91,323.6,333.01,6.19M,0.94%
10-11-2013,322.93,331.14,318.97,329.92,6.70M,3.16%
10-10-2013,323.78,323.78,315.97,319.81,4.17M,-1.25%
10-09-2013,311.91,324.73,310.81,323.85,4.33M,2.61%
10-08-2013,324.53,326.55,312.21,315.62,5.88M,-0.26%
10-07-2013,317.54,318.37,308.44,316.45,4.96M,-0.96%
10-04-2013,317.04,322.98,316.79,319.51,6.81M,0.67%
10-03-2013,306.97,318.79,304.32,317.39,4.89M,4.01%
10-01-2013,298.74,306.52,294.02,305.15,6.50M,3.14%
09/30/2013,302.33,305.74,293.2,295.87,8.53M,-2.60%
09/27/2013,310.31,311.31,301.83,303.77,8.20M,-1.97%
09/26/2013,309.98,312.3,308.31,309.89,11.29M,0.09%
09/25/2013,318.29,320.14,305.92,309.61,10.49M,-2.80%
09/24/2013,315.82,321.46,314.28,318.52,9.09M,-0.54%
09/23/2013,324.78,325.45,315.85,320.26,6.99M,-2.59%
09/20/2013,340.49,342.46,316.92,328.79,12.36M,-3.54%
09/19/2013,339.24,344.18,337.4,340.84,14.64M,5.03%
09/18/2013,321.09,326.72,314.87,324.53,5.49M,1.29%
09/17/2013,318.29,321.78,316.1,320.41,4.22M,-0.09%
09/16/2013,318.04,323.73,313.8,320.69,6.07M,2.16%
09/13/2013,315.52,316.55,309.81,313.9,7.75M,-0.75%
09-12-2013,320.54,322.28,313.1,316.27,8.84M,-2.06%
09-11-2013,315.8,324.28,312.08,322.91,6.35M,1.45%
09-10-2013,309.59,319.79,308.51,318.29,10.15M,3.54%
09-06-2013,304.82,309.31,292.72,307.42,9.50M,1.10%
09-05-2013,291.35,310.76,291.35,304.07,16.62M,8.06%
09-04-2013,283.09,287.78,278.95,281.4,10.47M,0.27%
09-03-2013,297.79,297.79,277.91,280.65,9.07M,-4.57%
09-02-2013,298.34,301.5,290.6,294.1,9.76M,-0.76%
08/30/2013,284.87,299.33,284.69,296.34,18.31M,3.84%
08/29/2013,283.37,290.6,283.37,285.39,20.39M,1.80%
08/28/2013,277.23,285.36,263.41,280.35,18.53M,0.01%
08/27/2013,297.99,299.33,277.11,280.33,27.35M,-8.08%
08/26/2013,305.49,310.71,300.61,304.97,7.30M,0.62%
08/23/2013,295.34,303.9,293.5,303.1,10.35M,3.20%
08/22/2013,293.85,301.18,284.37,293.7,15.13M,-0.78%
08/21/2013,302.33,308.99,294.34,296.02,14.45M,1.47%
08/20/2013,286.84,294.29,282.62,291.73,12.86M,0.01%
08/19/2013,292.85,293.65,284.52,291.7,10.01M,-0.55%
08/16/2013,306.32,310.31,291.8,293.3,14.03M,-5.38%
08/14/2013,310.31,311.13,303.65,309.98,7.15M,0.14%
08/13/2013,301.25,311.71,298.41,309.56,7.35M,3.04%
08-12-2013,304.35,304.72,298.66,300.43,7.85M,-1.36%
08-08-2013,301.33,308.06,299.33,304.57,10.23M,1.55%
08-07-2013,304.3,306.49,299.33,299.93,11.38M,-1.23%
08-06-2013,314.8,314.97,302.58,303.65,9.82M,-3.80%
08-05-2013,315.07,317.02,306.82,315.65,6.80M,0.23%
08-02-2013,314.3,316.7,312.73,314.92,10.01M,-0.15%
08-01-2013,306.27,318.19,305.52,315.4,11.72M,3.68%
07/31/2013,309.81,310.21,302.78,304.2,13.41M,-2.49%
07/30/2013,314.67,316.79,309.36,311.98,7.35M,-1.13%
07/29/2013,320.79,320.79,314.13,315.55,7.46M,-1.80%
07/26/2013,327.27,327.4,318.29,321.33,4.68M,-1.49%
07/25/2013,329.59,332.26,324.35,326.2,8.13M,-0.92%
07/24/2013,336.25,337.25,326.02,329.24,7.31M,-3.46%
07/23/2013,343.19,344.23,339.77,341.04,3.71M,0.23%
07/22/2013,337.25,342.74,337.25,340.27,3.23M,0.30%
07/19/2013,343.26,345.21,335.83,339.24,6.23M,-0.60%
07/18/2013,334.21,343.49,327.75,341.29,6.83M,3.20%
07/17/2013,338.15,339.64,323.23,330.71,11.32M,-2.33%
07/16/2013,338.75,341.49,334.23,338.6,5.82M,-2.41%
07/15/2013,344.73,348.25,341.24,346.95,4.26M,-0.04%
07-12-2013,342.74,348.08,340.14,347.1,7.82M,1.83%
07-11-2013,332.76,342.59,332.29,340.87,5.30M,3.63%
07-10-2013,334.38,335.2,327.35,328.92,3.57M,-1.64%
07-09-2013,330.36,336.13,330.36,334.41,3.52M,1.49%
07-08-2013,331.26,332.98,325.65,329.49,3.58M,-1.09%
07-05-2013,329.32,335.63,328.52,333.13,4.77M,1.92%
07-04-2013,326.17,327.99,322.13,326.85,4.80M,0.69%
07-03-2013,326.27,326.62,321.09,324.6,6.69M,-0.90%
07-02-2013,333.61,333.63,326.42,327.55,4.59M,-1.82%
07-01-2013,333.76,336.25,331.59,333.63,4.92M,-0.11%
06/28/2013,324.03,335.85,323.83,334.01,10.54M,3.56%
06/27/2013,316.3,325.63,310.48,322.53,13.50M,3.80%
06/26/2013,315.05,318.12,309.31,310.73,5.24M,-1.76%
06/25/2013,312.3,322.48,310.51,316.3,9.34M,1.38%
06/24/2013,315.2,316.22,311.18,311.98,5.38M,-1.56%
06/21/2013,317.69,320.56,314.35,316.92,8.95M,-0.21%
06/20/2013,328.69,328.69,316.6,317.59,7.57M,-4.30%
06/19/2013,327.32,332.56,325.7,331.86,4.82M,1.18%
06/18/2013,333.26,333.26,326.77,327.99,6.22M,-1.48%
06/17/2013,332.06,333.86,327.95,332.93,6.54M,0.34%
06/14/2013,330.26,333.48,328.92,331.79,7.48M,1.52%
06/13/2013,328.07,329.77,325.95,326.82,3.57M,-1.33%
06-12-2013,330.26,335.95,328.49,331.24,4.91M,-0.14%
06-11-2013,335.98,339.69,330.36,331.71,5.91M,-1.69%
06-10-2013,339.77,342.74,335,337.42,3.18M,0.03%
06-07-2013,340.12,345.93,335.85,337.32,4.78M,-0.89%
06-06-2013,340.99,343.93,338.25,340.34,3.56M,-0.84%
06-05-2013,340.24,346.43,338.5,343.21,3.78M,0.72%
06-04-2013,342.89,346.13,339.74,340.77,2.81M,-0.88%
06-03-2013,348.22,349.92,342.51,343.81,3.95M,-1.62%
05/31/2013,357.83,359.55,348.08,349.47,6.17M,-3.40%
05/30/2013,354.26,362.84,354.26,361.77,7.68M,1.29%
05/29/2013,354.24,358.43,351.14,357.18,2.47M,0.37%
05/28/2013,356.33,359.6,352.62,355.86,3.35M,-0.24%
05/27/2013,348.52,357.7,348.52,356.73,4.50M,1.95%
05/24/2013,352.09,352.09,346.38,349.9,4.13M,0.40%
05/23/2013,348.72,352.44,346.38,348.52,3.95M,-0.69%
05/22/2013,352.96,355.21,348.22,350.94,2.71M,-0.61%
05/21/2013,356.21,358.2,351.74,353.11,4.60M,-0.94%
05/20/2013,358.95,361.2,355.28,356.46,2.92M,-0.61%
05/17/2013,360.45,360.45,353.81,358.65,6.41M,-0.54%
05/16/2013,355.21,361.2,354.71,360.6,5.83M,1.11%
05/15/2013,345.98,357.2,344.91,356.63,7.09M,3.74%
05/14/2013,344.26,346.68,341.79,343.76,3.33M,-0.54%
05/13/2013,351.72,354.93,344.63,345.61,4.80M,-1.43%
05-11-2013,350.27,351.72,349.8,350.62,438.05K,-0.08%
05-10-2013,343.59,351.67,343.56,350.89,6.96M,1.93%
05-09-2013,348.75,348.97,343.34,344.26,2.26M,-1.02%
05-08-2013,343.73,348.97,342.49,347.8,4.33M,1.32%
05-07-2013,337.4,344.18,335.5,343.26,5.55M,1.86%
05-06-2013,338.75,338.9,334.23,337,3.84M,-0.80%
05-03-2013,345.53,346.23,338.57,339.72,6.14M,-1.67%
05-02-2013,341.44,346.23,340.39,345.48,6.15M,1.50%
04/30/2013,346.23,347.2,337.65,340.39,6.28M,-1.85%
04/29/2013,343.36,347.65,342.49,346.8,5.84M,0.88%
04/26/2013,343.06,345.36,340.74,343.78,4.28M,-0.07%
04/25/2013,345.41,346.73,339.27,344.01,12.95M,0.08%
04/23/2013,348.62,349.22,338.65,343.73,11.93M,-1.33%
04/22/2013,336.6,350.22,336.6,348.37,9.93M,3.67%
04/18/2013,326.27,336.95,326.27,336.05,4.61M,2.04%
